epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,366.34,0.9378,0.47903,0.8321,0.88127,0.78125,0.84503,0.52907,0.99783,0.49832,0.86552,0.00155139,0.00155139,0.00155139
70,371.166,0.94933,0.48166,0.83133,0.89227,0.79329,0.85876,0.56231,0.9336,0.50733,0.84447,0.00152771,0.00152771,0.00152771
71,376.144,0.91292,0.47387,0.8323,0.87162,0.82244,0.87059,0.55311,0.94165,0.48264,0.84523,0.00150392,0.00150392,0.00150392
72,380.835,0.93222,0.47467,0.82871,0.9203,0.81939,0.87192,0.56631,0.92822,0.46254,0.84608,0.00148005,0.00148005,0.00148005
73,385.696,0.90328,0.46582,0.8316,0.94235,0.80542,0.87177,0.5774,0.91324,0.46482,0.84438,0.00145609,0.00145609,0.00145609
74,390.532,0.91088,0.46167,0.82728,0.93383,0.79723,0.86511,0.56426,0.92607,0.47303,0.84487,0.00143205,0.00143205,0.00143205
75,395.329,0.9035,0.46261,0.8292,0.9277,0.81512,0.8679,0.57161,0.91623,0.46074,0.83946,0.00140795,0.00140795,0.00140795
76,400.087,0.90323,0.45229,0.82619,0.87965,0.82546,0.86251,0.56761,0.92329,0.45715,0.8455,0.0013838,0.0013838,0.0013838
77,405.197,0.91748,0.46018,0.82899,0.82975,0.82727,0.85348,0.56144,0.91757,0.45744,0.84274,0.00135959,0.00135959,0.00135959
78,410.765,0.89887,0.44717,0.82329,0.83703,0.81972,0.82838,0.54512,0.92738,0.45859,0.84483,0.00133535,0.00133535,0.00133535
79,415.951,0.90321,0.45351,0.82409,0.90628,0.81416,0.86281,0.5621,0.9253,0.45329,0.84366,0.00131108,0.00131108,0.00131108
80,421.224,0.91269,0.45215,0.82488,0.88768,0.81039,0.8557,0.5716,0.9261,0.45485,0.84438,0.0012868,0.0012868,0.0012868
81,426.645,0.91073,0.45065,0.8232,0.84603,0.83624,0.84956,0.56138,0.92912,0.45576,0.84108,0.0012625,0.0012625,0.0012625
82,432.173,0.8981,0.44531,0.83052,0.85437,0.84913,0.86477,0.56065,0.92716,0.44351,0.84444,0.0012382,0.0012382,0.0012382
83,436.727,0.88608,0.4388,0.82884,0.87087,0.83075,0.87259,0.58043,0.92502,0.45826,0.8406,0.00121392,0.00121392,0.00121392
84,441.525,0.91139,0.45193,0.82189,0.88979,0.82817,0.85136,0.55809,0.92177,0.4597,0.84881,0.00118965,0.00118965,0.00118965
85,446.183,0.8817,0.44081,0.82537,0.91359,0.84627,0.88296,0.58269,0.91398,0.44843,0.84125,0.00116541,0.00116541,0.00116541
86,451.338,0.88132,0.43792,0.82601,0.91594,0.81776,0.87409,0.57177,0.90362,0.44197,0.83909,0.0011412,0.0011412,0.0011412
87,455.96,0.88302,0.43384,0.82118,0.94711,0.79797,0.87467,0.57102,0.91848,0.4444,0.8445,0.00111705,0.00111705,0.00111705
88,460.653,0.89602,0.43405,0.83004,0.88276,0.81539,0.85532,0.56601,0.92048,0.46263,0.84248,0.00109295,0.00109295,0.00109295
89,465.404,0.90006,0.442,0.82518,0.83636,0.8211,0.84775,0.55758,0.93209,0.47378,0.84698,0.00106891,0.00106891,0.00106891
90,470.327,0.88911,0.43748,0.82054,0.87022,0.82364,0.85597,0.56971,0.90336,0.44939,0.84119,0.00104495,0.00104495,0.00104495
91,475.107,0.89692,0.44149,0.81736,0.91897,0.81026,0.86254,0.57937,0.91885,0.4417,0.83873,0.00102108,0.00102108,0.00102108
92,479.966,0.87813,0.43525,0.83017,0.89127,0.83934,0.86942,0.57103,0.92458,0.45312,0.84391,0.000997292,0.000997292,0.000997292
93,484.728,0.88125,0.43814,0.82264,0.89718,0.81919,0.87126,0.57825,0.92793,0.45112,0.84272,0.000973611,0.000973611,0.000973611
94,489.423,0.85683,0.42123,0.8223,0.94288,0.82737,0.87101,0.57848,0.89718,0.43954,0.84017,0.000950042,0.000950042,0.000950042
95,494.155,0.86165,0.41978,0.82379,0.94724,0.81985,0.85942,0.57572,0.8879,0.42986,0.83733,0.000926592,0.000926592,0.000926592
96,499.151,0.84761,0.4205,0.81995,0.87615,0.84042,0.87132,0.58766,0.90215,0.42812,0.84221,0.000903273,0.000903273,0.000903273
97,504.031,0.84554,0.42205,0.82163,0.90589,0.86147,0.88143,0.58531,0.89314,0.42557,0.84029,0.000880091,0.000880091,0.000880091
98,508.733,0.85487,0.42796,0.8224,0.88062,0.85783,0.86996,0.58264,0.9207,0.43793,0.83862,0.000857058,0.000857058,0.000857058
99,513.443,0.85228,0.42197,0.82146,0.93323,0.8082,0.86877,0.57168,0.88382,0.44355,0.83626,0.00083418,0.00083418,0.00083418
100,518.163,0.86012,0.42421,0.82212,0.93433,0.81982,0.86951,0.57825,0.90415,0.42905,0.84028,0.000811468,0.000811468,0.000811468
101,522.916,0.84868,0.41716,0.82062,0.85771,0.85076,0.8689,0.58983,0.90915,0.43524,0.83619,0.000788929,0.000788929,0.000788929
102,527.725,0.85649,0.42032,0.81896,0.88166,0.82555,0.86542,0.59517,0.9091,0.4269,0.83774,0.000766573,0.000766573,0.000766573
103,532.654,0.85312,0.42089,0.81597,0.92897,0.82926,0.88141,0.59085,0.90727,0.43667,0.84058,0.000744409,0.000744409,0.000744409
104,537.346,0.8451,0.42016,0.81393,0.89657,0.82869,0.87,0.58215,0.90447,0.43124,0.83974,0.000722444,0.000722444,0.000722444
105,541.951,0.84422,0.41696,0.8213,0.89225,0.84677,0.88836,0.5882,0.90268,0.43018,0.83664,0.000700687,0.000700687,0.000700687
106,546.825,0.85134,0.41678,0.81701,0.92784,0.81153,0.8673,0.58379,0.90658,0.42492,0.83571,0.000679147,0.000679147,0.000679147
107,551.593,0.86729,0.42694,0.81475,0.90822,0.83624,0.88188,0.58115,0.89619,0.42766,0.83656,0.000657831,0.000657831,0.000657831
108,556.338,0.86135,0.42365,0.81751,0.91041,0.84119,0.87521,0.58138,0.90089,0.42266,0.83779,0.000636749,0.000636749,0.000636749
109,561.054,0.843,0.4147,0.82024,0.962,0.81478,0.88116,0.59236,0.88009,0.42107,0.83494,0.000615908,0.000615908,0.000615908
110,565.904,0.84441,0.4173,0.81542,0.94656,0.82862,0.87877,0.58119,0.88871,0.41945,0.83472,0.000595316,0.000595316,0.000595316
111,570.635,0.82492,0.4076,0.81332,0.94171,0.83475,0.88897,0.57877,0.87842,0.42114,0.83483,0.000574982,0.000574982,0.000574982
112,575.377,0.84679,0.41431,0.81559,0.91513,0.84661,0.88471,0.59599,0.90013,0.42863,0.83439,0.000554912,0.000554912,0.000554912
113,580.205,0.83169,0.4081,0.81833,0.91402,0.85349,0.88642,0.59637,0.88691,0.42083,0.83489,0.000535116,0.000535116,0.000535116
114,585.374,0.82684,0.41004,0.81355,0.92646,0.81741,0.88298,0.59933,0.88947,0.42964,0.83558,0.0005156,0.0005156,0.0005156
115,590.328,0.81387,0.39919,0.81401,0.91282,0.83074,0.88387,0.59099,0.87713,0.41109,0.83438,0.000496371,0.000496371,0.000496371
116,595.039,0.82357,0.40069,0.81143,0.92657,0.82772,0.88197,0.59605,0.88729,0.4204,0.83578,0.000477438,0.000477438,0.000477438
117,599.625,0.81351,0.39798,0.81693,0.95192,0.82802,0.88034,0.59652,0.87648,0.40572,0.83236,0.000458808,0.000458808,0.000458808
118,604.482,0.83865,0.40456,0.81869,0.89557,0.85955,0.87081,0.59064,0.88928,0.41609,0.83478,0.000440488,0.000440488,0.000440488
119,609.205,0.85124,0.4087,0.81083,0.92996,0.85402,0.87631,0.58998,0.87906,0.41898,0.83437,0.000422484,0.000422484,0.000422484
120,614.488,0.83733,0.40883,0.81288,0.94042,0.83249,0.8812,0.59263,0.87371,0.41104,0.83444,0.000404804,0.000404804,0.000404804
121,620.052,0.834,0.40083,0.81629,0.95531,0.82265,0.8975,0.595,0.8968,0.41493,0.8354,0.000387455,0.000387455,0.000387455
